ts,machine_id,line,temp_c,vibration_mm_s,pressure_bar,throughput_units,status
2024-06-01 03:40:57,M022,LINE_2,50.43,4.627,7.0,122.0,fault
2024-06-01 03:41:00,M017,LINE_1,63.69,1.409,6.66,88.0,ok
2024-06-01 03:41:01,M023,LINE_3,51.63,2.262,7.1,110.0,ok
2024-06-01 03:41:08,M002,LINE_2,54.21,3.329,5.49,115.0,ok
2024-06-01 03:41:10,M022,LINE_2,56.4,2.223,8.08,101.0,ok
2024-06-01 03:41:16,M019,LINE_3,70.67,3.354,5.2,89.0,ok
2024-06-01 03:41:16,M008,LINE_4,74.35,3.112,6.23,104.0,ok
2024-06-01 03:41:17,M008,LINE_4,66.59,3.887,6.04,107.0,warn
2024-06-01 03:41:21,M010,LINE_2,55.68,3.79,5.62,93.0,warn
2024-06-01 03:41:24,M008,LINE_4,73.38,2.537,5.21,111.0,ok
2024-06-01 03:41:32,M019,LINE_3,63.41,1.847,5.75,102.0,ok
2024-06-01 03:41:35,M009,LINE_1,66.45,3.08,6.08,95.0,ok
2024-06-01 03:41:38,M024,LINE_4,63.89,2.814,6.13,112.0,ok
2024-06-01 03:42:00,M002,LINE_2,53.08,3.302,5.64,104.0,ok
2024-06-01 03:42:02,M015,LINE_3,59.22,2.983,5.61,102.0,ok
2024-06-01 03:42:15,M003,LINE_3,60.17,2.607,4.74,78.0,ok
2024-06-01 03:42:26,M023,LINE_3,67.82,0.384,5.39,77.0,ok
2024-06-01 03:42:33,M016,LINE_4,66.71,1.076,5.96,90.0,ok
2024-06-01 03:42:33,M016,LINE_4,64.79,1.711,4.83,106.0,ok
2024-06-01 03:42:45,M020,LINE_4,52.33,1.626,6.22,121.0,ok
2024-06-01 03:42:51,M008,LINE_4,73.13,3.769,6.98,85.0,warn
2024-06-01 03:42:56,M004,LINE_4,68.26,2.689,6.58,95.0,ok
2024-06-01 03:42:56,M021,LINE_1,73.2,3.918,6.73,88.0,warn
2024-06-01 03:43:00,M008,LINE_4,76.42,4.494,5.49,80.0,warn
2024-06-01 03:43:02,M023,LINE_3,66.49,3.342,6.58,106.0,ok
2024-06-01 03:43:03,M014,LINE_2,45.72,0.664,6.84,70.0,ok
2024-06-01 03:43:08,M009,LINE_1,77.5,2.133,6.0,106.0,ok
2024-06-01 03:43:16,M014,LINE_2,72.71,2.659,6.04,74.0,ok
2024-06-01 03:43:16,M004,LINE_4,69.28,5.167,5.32,77.0,fault
2024-06-01 03:43:18,M006,LINE_2,74.93,3.73,5.44,103.0,warn
2024-06-01 03:43:18,M018,LINE_2,80.58,5.235,6.02,65.0,fault
2024-06-01 03:43:19,M021,LINE_1,74.14,4.3,5.22,110.0,warn
2024-06-01 03:43:35,M012,LINE_4,67.16,0.54,5.87,105.0,ok
2024-06-01 03:44:09,M013,LINE_1,63.0,1.786,5.9,104.0,ok
2024-06-01 03:44:10,M019,LINE_3,69.69,1.8,5.64,95.0,ok
2024-06-01 03:44:20,M009,LINE_1,66.59,3.285,5.85,60.0,ok
2024-06-01 03:44:28,M002,LINE_2,58.93,1.997,5.17,116.0,ok
2024-06-01 03:44:30,M011,LINE_3,68.84,3.634,6.83,102.0,warn
2024-06-01 03:44:36,M009,LINE_1,71.83,3.274,5.98,93.0,ok
2024-06-01 03:44:39,M011,LINE_3,64.89,2.223,5.91,77.0,ok
2024-06-01 03:44:41,M015,LINE_3,64.26,3.535,5.55,104.0,warn
2024-06-01 03:44:48,M021,LINE_1,69.69,3.739,5.12,97.0,warn
2024-06-01 03:44:49,M011,LINE_3,54.15,3.646,7.29,108.0,warn
2024-06-01 03:44:54,M009,LINE_1,72.54,4.009,6.2,125.0,warn
2024-06-01 03:44:55,M007,LINE_3,67.89,3.707,6.57,78.0,warn
2024-06-01 03:45:10,M020,LINE_4,63.07,3.632,6.55,105.0,warn
2024-06-01 03:45:15,M006,LINE_2,88.84,3.355,6.88,101.0,ok
2024-06-01 03:45:16,M004,LINE_4,88.0,3.385,6.56,96.0,ok
2024-06-01 03:45:17,M003,LINE_3,69.96,3.132,6.47,106.0,ok
2024-06-01 03:45:22,M001,LINE_1,52.75,1.258,7.4,117.0,ok
2024-06-01 03:45:22,M009,LINE_1,75.49,3.399,6.56,109.0,ok
2024-06-01 03:45:22,M020,LINE_4,56.19,0.943,5.76,111.0,ok
2024-06-01 03:45:22,M012,LINE_4,48.7,2.547,3.27,53.0,ok
2024-06-01 03:45:23,M013,LINE_1,76.04,2.686,7.1,120.0,ok
2024-06-01 03:45:26,M011,LINE_3,67.98,2.84,6.01,119.0,ok
2024-06-01 03:45:42,M005,LINE_1,63.99,1.844,5.0,112.0,ok
2024-06-01 03:45:46,M006,LINE_2,82.33,3.453,6.3,60.0,ok
2024-06-01 03:46:02,M011,LINE_3,79.66,3.246,5.72,109.0,ok
2024-06-01 03:46:06,M011,LINE_3,69.5,2.358,6.18,96.0,ok
2024-06-01 03:46:12,M023,LINE_3,58.5,2.758,6.23,67.0,ok
2024-06-01 03:46:25,M016,LINE_4,66.34,1.855,5.55,92.0,ok
2024-06-01 03:46:29,M016,LINE_4,53.6,1.956,5.91,108.0,ok
2024-06-01 03:46:30,M014,LINE_2,52.82,0.95,5.64,105.0,ok
2024-06-01 03:46:30,M016,LINE_4,58.99,2.625,6.41,112.0,ok
2024-06-01 03:46:34,M011,LINE_3,73.96,2.847,6.41,87.0,ok
2024-06-01 03:47:18,M001,LINE_1,54.57,1.672,6.49,112.0,ok
2024-06-01 03:47:29,M012,LINE_4,54.66,1.8,5.93,84.0,ok
2024-06-01 03:47:32,M001,LINE_1,47.26,1.035,6.14,87.0,ok
2024-06-01 03:47:34,M003,LINE_3,73.51,1.63,5.9,121.0,ok
2024-06-01 03:47:42,M009,LINE_1,71.16,4.616,5.72,60.0,fault
2024-06-01 03:47:42,M020,LINE_4,68.87,0.0,5.52,103.0,ok
2024-06-01 03:47:46,M009,LINE_1,68.0,2.194,4.98,74.0,ok
2024-06-01 03:47:54,M015,LINE_3,64.0,2.814,5.94,103.0,ok
2024-06-01 03:48:00,M008,LINE_4,83.78,3.092,6.83,74.0,ok
2024-06-01 03:48:02,M020,LINE_4,58.11,2.28,6.68,68.0,ok
2024-06-01 03:48:05,M001,LINE_1,51.25,0.949,5.17,95.0,ok
2024-06-01 03:48:12,M009,LINE_1,60.82,2.809,5.68,94.0,ok
2024-06-01 03:48:15,M024,LINE_4,64.58,0.706,6.39,102.0,ok
2024-06-01 03:48:18,M015,LINE_3,68.28,3.051,6.19,100.0,ok
2024-06-01 03:48:39,M011,LINE_3,66.31,2.174,6.43,84.0,ok
2024-06-01 03:48:46,M009,LINE_1,71.88,3.273,6.34,112.0,ok
2024-06-01 03:48:46,M008,LINE_4,76.11,2.626,5.76,65.0,ok
2024-06-01 03:48:50,M021,LINE_1,65.8,1.966,6.55,94.0,ok
2024-06-01 03:49:00,M015,LINE_3,73.0,2.959,7.49,105.0,ok
2024-06-01 03:49:06,M018,LINE_2,74.91,3.786,5.89,85.0,warn
2024-06-01 03:49:10,M021,LINE_1,68.28,4.063,6.16,102.0,warn
2024-06-01 03:49:17,M022,LINE_2,74.47,4.193,5.67,100.0,warn
2024-06-01 03:49:18,M012,LINE_4,62.0,2.979,5.89,93.0,ok
2024-06-01 03:49:19,M004,LINE_4,79.6,3.63,5.97,104.0,warn
2024-06-01 03:49:19,M024,LINE_4,74.64,3.73,5.8,88.0,warn
2024-06-01 03:49:21,M008,LINE_4,74.32,3.623,6.6,94.0,warn
2024-06-01 03:49:21,M024,LINE_4,80.0,3.494,6.67,76.0,ok
2024-06-01 03:49:23,M010,LINE_2,53.63,2.273,6.55,79.0,ok
2024-06-01 03:49:23,M021,LINE_1,70.25,2.111,5.7,93.0,ok
2024-06-01 03:49:40,M012,LINE_4,64.15,2.028,7.0,115.0,ok
2024-06-01 03:49:40,M006,LINE_2,56.52,3.663,4.54,82.0,warn
2024-06-01 03:49:48,M003,LINE_3,60.69,3.287,5.86,82.0,ok
2024-06-01 03:49:51,M008,LINE_4,84.04,4.743,6.96,55.0,fault
2024-06-01 03:49:52,M011,LINE_3,73.56,1.958,5.48,112.0,ok
2024-06-01 03:49:55,M015,LINE_3,61.4,1.75,6.4,88.0,ok
2024-06-01 03:50:02,M022,LINE_2,64.63,2.185,6.96,116.0,ok
2024-06-01 03:50:04,M018,LINE_2,63.99,3.483,6.37,55.0,ok
2024-06-01 03:50:11,M001,LINE_1,50.0,2.223,6.33,78.0,ok
2024-06-01 03:50:16,M002,LINE_2,46.86,1.97,6.48,104.0,ok
2024-06-01 03:50:17,M005,LINE_1,63.02,3.453,5.13,104.0,ok
2024-06-01 03:50:18,M014,LINE_2,66.89,0.996,6.16,94.0,ok
2024-06-01 03:50:18,M016,LINE_4,74.77,2.198,6.28,68.0,ok
2024-06-01 03:50:21,M021,LINE_1,56.96,2.477,6.49,71.0,ok
2024-06-01 03:50:24,M005,LINE_1,52.54,1.333,6.14,97.0,ok
2024-06-01 03:50:31,M015,LINE_3,54.09,1.409,4.97,85.0,ok
2024-06-01 03:50:37,M002,LINE_2,69.97,1.577,6.75,96.0,ok
2024-06-01 03:50:38,M002,LINE_2,58.86,1.728,6.0,111.0,ok
2024-06-01 03:50:39,M010,LINE_2,72.57,4.079,5.07,101.0,warn
2024-06-01 03:50:41,M005,LINE_1,74.78,1.57,6.15,111.0,ok
2024-06-01 03:50:45,M003,LINE_3,70.19,1.968,5.07,89.0,ok
2024-06-01 03:50:49,M010,LINE_2,79.48,4.164,6.05,89.0,warn
2024-06-01 03:50:50,M018,LINE_2,71.1,3.866,6.88,81.0,warn
2024-06-01 03:50:51,M010,LINE_2,58.79,2.446,5.93,111.0,ok
2024-06-01 03:50:51,M017,LINE_1,54.46,0.926,5.65,120.0,ok
2024-06-01 03:50:55,M004,LINE_4,82.66,4.317,8.17,99.0,warn
2024-06-01 03:51:02,M022,LINE_2,62.7,3.578,6.23,68.0,warn
2024-06-01 03:51:09,M018,LINE_2,69.47,2.625,6.36,137.0,ok
2024-06-01 03:51:10,M015,LINE_3,71.52,2.996,5.45,83.0,ok
2024-06-01 03:51:19,M018,LINE_2,63.06,2.172,6.33,110.0,ok
2024-06-01 03:51:26,M015,LINE_3,57.15,2.933,6.16,89.0,ok
2024-06-01 03:51:41,M017,LINE_1,49.9,1.848,4.44,84.0,ok
2024-06-01 03:51:42,M024,LINE_4,60.54,3.732,6.04,106.0,warn
2024-06-01 03:51:43,M023,LINE_3,60.19,2.069,5.93,90.0,ok
2024-06-01 03:51:45,M005,LINE_1,59.29,1.183,6.27,121.0,ok
2024-06-01 03:51:53,M024,LINE_4,70.27,1.92,5.83,123.0,ok
2024-06-01 03:52:04,M004,LINE_4,75.45,3.434,7.03,97.0,ok
2024-06-01 03:52:09,M003,LINE_3,68.76,1.281,5.54,66.0,ok
2024-06-01 03:52:12,M015,LINE_3,71.13,3.476,7.07,87.0,ok
2024-06-01 03:52:15,M017,LINE_1,69.92,0.915,6.05,107.0,ok
2024-06-01 03:52:16,M001,LINE_1,49.33,1.585,6.04,73.0,ok
2024-06-01 03:52:27,M008,LINE_4,71.38,5.025,5.55,68.0,fault
2024-06-01 03:52:50,M014,LINE_2,58.28,1.51,6.56,66.0,ok
2024-06-01 03:52:53,M008,LINE_4,76.76,4.117,6.79,102.0,warn
2024-06-01 03:53:03,M010,LINE_2,64.51,3.927,4.93,102.0,warn
2024-06-01 03:53:04,M013,LINE_1,56.85,2.615,5.85,90.0,ok
2024-06-01 03:53:17,M001,LINE_1,52.43,0.562,6.93,130.0,ok
2024-06-01 03:53:21,M004,LINE_4,83.21,3.472,5.65,92.0,ok
2024-06-01 03:53:40,M017,LINE_1,57.23,0.0,7.32,129.0,ok
2024-06-01 03:53:42,M013,LINE_1,62.27,1.568,5.83,121.0,ok
2024-06-01 03:53:50,M004,LINE_4,89.89,2.749,5.41,102.0,ok
2024-06-01 03:53:56,M024,LINE_4,63.77,2.377,6.76,125.0,ok
2024-06-01 03:54:17,M012,LINE_4,65.18,2.296,5.86,76.0,ok
2024-06-01 03:54:31,M012,LINE_4,80.13,2.098,5.56,105.0,ok
2024-06-01 03:54:41,M021,LINE_1,69.18,4.769,6.96,91.0,fault
2024-06-01 03:54:46,M001,LINE_1,42.95,1.252,5.28,82.0,ok
2024-06-01 03:55:01,M017,LINE_1,43.97,2.944,6.6,68.0,ok
2024-06-01 03:55:08,M001,LINE_1,62.75,0.522,5.58,93.0,ok
2024-06-01 03:55:09,M001,LINE_1,49.19,1.196,7.0,101.0,ok
2024-06-01 03:55:11,M019,LINE_3,64.64,2.719,6.16,77.0,ok
2024-06-01 03:55:13,M003,LINE_3,66.98,1.31,6.2,122.0,ok
2024-06-01 03:55:16,M018,LINE_2,68.95,3.436,5.93,102.0,ok
2024-06-01 03:55:16,M007,LINE_3,70.36,3.799,5.64,104.0,warn
2024-06-01 03:55:28,M007,LINE_3,65.84,3.585,6.22,116.0,warn
2024-06-01 03:55:49,M024,LINE_4,73.01,2.926,5.51,154.0,ok
2024-06-01 03:55:50,M015,LINE_3,57.49,2.332,7.06,119.0,ok
2024-06-01 03:55:55,M024,LINE_4,56.05,3.211,6.26,89.0,ok
2024-06-01 03:55:57,M024,LINE_4,77.85,2.217,6.36,110.0,ok
2024-06-01 03:56:05,M014,LINE_2,61.79,0.735,7.02,115.0,ok
2024-06-01 03:56:14,M023,LINE_3,56.81,1.495,5.93,80.0,ok
2024-06-01 03:56:21,M015,LINE_3,63.06,3.122,5.5,110.0,ok
2024-06-01 03:56:23,M009,LINE_1,76.77,3.794,7.35,62.0,warn
2024-06-01 03:56:44,M006,LINE_2,83.96,2.634,6.21,87.0,ok
2024-06-01 03:56:46,M010,LINE_2,61.45,2.921,5.82,116.0,ok
2024-06-01 03:56:48,M004,LINE_4,76.95,4.57,6.86,96.0,fault
2024-06-01 03:56:56,M013,LINE_1,64.03,2.091,6.39,82.0,ok
2024-06-01 03:56:57,M006,LINE_2,68.59,2.523,6.36,114.0,ok
2024-06-01 03:56:59,M016,LINE_4,70.27,2.539,6.39,95.0,ok
2024-06-01 03:57:07,M023,LINE_3,51.84,2.736,5.37,69.0,ok
2024-06-01 03:57:07,M023,LINE_3,56.3,1.719,6.4,90.0,ok
2024-06-01 03:57:15,M005,LINE_1,68.2,2.412,6.62,72.0,ok
2024-06-01 03:57:26,M005,LINE_1,83.9,1.885,6.21,87.0,ok
2024-06-01 03:57:31,M006,LINE_2,70.24,2.718,5.79,56.0,ok
2024-06-01 03:57:33,M023,LINE_3,50.03,1.776,5.79,69.0,ok
2024-06-01 03:57:33,M018,LINE_2,61.73,4.125,7.33,106.0,warn
2024-06-01 03:57:36,M017,LINE_1,54.39,1.803,5.45,80.0,ok
2024-06-01 03:57:36,M005,LINE_1,62.36,1.593,6.88,104.0,ok
2024-06-01 03:57:51,M006,LINE_2,63.61,4.713,5.6,111.0,fault
2024-06-01 03:57:52,M018,LINE_2,73.2,3.954,5.55,98.0,warn
2024-06-01 03:57:53,M013,LINE_1,59.96,2.392,5.22,77.0,ok
2024-06-01 03:57:53,M021,LINE_1,60.44,3.406,6.13,94.0,ok
2024-06-01 03:57:53,M003,LINE_3,65.33,2.924,5.01,80.0,ok
2024-06-01 03:58:03,M005,LINE_1,72.26,3.683,5.14,129.0,warn
2024-06-01 03:58:10,M020,LINE_4,60.6,2.662,5.26,123.0,ok
2024-06-01 03:58:19,M006,LINE_2,64.94,4.073,5.92,77.0,warn
2024-06-01 03:58:22,M011,LINE_3,70.84,2.055,5.86,74.0,ok
2024-06-01 03:58:45,M016,LINE_4,51.71,2.335,5.05,71.0,ok
2024-06-01 03:58:51,M009,LINE_1,73.01,2.621,6.46,120.0,ok
2024-06-01 03:59:02,M008,LINE_4,69.56,1.894,5.78,114.0,ok
2024-06-01 03:59:02,M009,LINE_1,78.39,3.36,6.28,109.0,ok
2024-06-01 03:59:04,M002,LINE_2,68.27,2.512,6.83,107.0,ok
2024-06-01 03:59:07,M020,LINE_4,59.64,1.516,6.12,114.0,ok
2024-06-01 03:59:09,M017,LINE_1,52.04,1.641,5.06,138.0,ok
2024-06-01 03:59:21,M017,LINE_1,55.32,2.208,6.71,104.0,ok
2024-06-01 03:59:24,M009,LINE_1,67.45,1.759,6.99,93.0,ok
2024-06-01 03:59:27,M007,LINE_3,71.59,2.445,4.67,102.0,ok
2024-06-01 03:59:29,M020,LINE_4,57.51,1.235,4.71,95.0,ok
2024-06-01 03:59:30,M022,LINE_2,57.6,1.73,5.44,96.0,ok
2024-06-01 03:59:34,M013,LINE_1,72.06,2.794,7.32,69.0,ok
2024-06-01 03:59:38,M010,LINE_2,77.52,1.888,5.53,85.0,ok
2024-06-01 03:59:41,M021,LINE_1,70.38,3.676,5.25,82.0,warn
2024-06-01 03:59:48,M006,LINE_2,83.93,4.003,6.94,96.0,warn
2024-06-01 03:59:50,M008,LINE_4,70.6,4.355,6.58,76.0,warn
2024-06-01 03:59:56,M020,LINE_4,67.44,1.684,5.44,107.0,ok
2024-06-01 03:59:56,M005,LINE_1,51.19,2.982,5.55,78.0,ok
2024-06-01 04:00:03,M007,LINE_3,60.32,3.827,5.99,110.0,warn
2024-06-01 04:00:12,M007,LINE_3,81.63,3.42,5.15,73.0,ok
2024-06-01 04:00:14,M017,LINE_1,72.94,1.877,5.38,106.0,ok
2024-06-01 04:00:17,M017,LINE_1,49.29,2.399,6.28,99.0,ok
2024-06-01 04:00:26,M009,LINE_1,66.8,3.717,7.9,77.0,warn
2024-06-01 04:00:31,M003,LINE_3,55.0,2.963,5.09,103.0,ok
2024-06-01 04:00:38,M014,LINE_2,55.0,0.306,5.45,103.0,ok
2024-06-01 04:00:50,M020,LINE_4,64.49,1.288,6.64,87.0,ok
2024-06-01 04:00:50,M008,LINE_4,66.19,2.722,5.56,117.0,ok
2024-06-01 04:00:54,M013,LINE_1,51.8,1.922,4.5,85.0,ok
2024-06-01 04:00:54,M014,LINE_2,60.84,2.835,5.99,111.0,ok
2024-06-01 04:00:54,M009,LINE_1,72.83,3.612,6.13,113.0,warn
2024-06-01 04:00:57,M022,LINE_2,58.56,3.602,5.6,74.0,warn
2024-06-01 04:01:00,M016,LINE_4,58.98,2.031,4.93,93.0,ok
2024-06-01 04:01:04,M004,LINE_4,77.82,3.718,6.36,78.0,warn
2024-06-01 04:01:04,M018,LINE_2,73.96,4.098,5.07,84.0,warn
2024-06-01 04:01:05,M018,LINE_2,73.75,2.753,6.22,114.0,ok
2024-06-01 04:01:06,M021,LINE_1,67.78,2.822,6.38,78.0,ok
2024-06-01 04:01:22,M006,LINE_2,80.99,3.28,5.8,104.0,ok
2024-06-01 04:01:23,M007,LINE_3,64.86,2.827,5.69,106.0,ok
2024-06-01 04:01:46,M007,LINE_3,62.7,3.247,6.96,88.0,ok
2024-06-01 04:01:55,M018,LINE_2,69.45,3.102,5.8,108.0,ok
2024-06-01 04:02:07,M002,LINE_2,66.6,1.476,6.25,108.0,ok
2024-06-01 04:02:12,M010,LINE_2,72.64,2.843,6.91,77.0,ok
2024-06-01 04:02:23,M016,LINE_4,70.45,2.753,5.46,87.0,ok
2024-06-01 04:02:29,M014,LINE_2,60.27,2.207,6.85,107.0,ok
2024-06-01 04:02:30,M014,LINE_2,66.83,2.398,6.22,100.0,ok
2024-06-01 04:02:31,M004,LINE_4,76.91,2.808,5.7,84.0,ok
2024-06-01 04:02:32,M022,LINE_2,64.87,2.419,6.41,86.0,ok
2024-06-01 04:02:42,M023,LINE_3,60.82,1.425,7.69,109.0,ok
2024-06-01 04:02:47,M003,LINE_3,70.38,3.835,5.97,95.0,warn
2024-06-01 04:02:48,M009,LINE_1,64.12,3.282,5.03,109.0,ok
2024-06-01 04:02:52,M012,LINE_4,65.33,0.734,6.08,72.0,ok
2024-06-01 04:02:53,M023,LINE_3,60.17,2.567,7.29,99.0,ok
2024-06-01 04:02:55,M014,LINE_2,54.52,3.482,5.81,94.0,ok
2024-06-01 04:03:02,M015,LINE_3,68.97,1.614,6.98,71.0,ok
2024-06-01 04:03:08,M004,LINE_4,75.35,5.484,6.2,103.0,fault
2024-06-01 04:03:11,M009,LINE_1,66.25,1.919,5.04,73.0,ok
2024-06-01 04:03:14,M011,LINE_3,68.16,2.332,6.32,100.0,ok
2024-06-01 04:03:26,M018,LINE_2,72.72,4.202,7.16,91.0,warn
2024-06-01 04:03:32,M024,LINE_4,63.4,2.897,6.83,80.0,ok
2024-06-01 04:03:45,M019,LINE_3,57.58,2.796,6.39,83.0,ok
2024-06-01 04:03:47,M006,LINE_2,71.36,3.834,6.3,79.0,warn
2024-06-01 04:03:49,M009,LINE_1,67.28,2.335,5.95,107.0,ok
2024-06-01 04:03:50,M018,LINE_2,73.59,2.618,5.61,65.0,ok
2024-06-01 04:03:59,M023,LINE_3,60.08,3.205,6.92,129.0,ok
2024-06-01 04:04:02,M012,LINE_4,66.19,2.3,6.75,69.0,ok
2024-06-01 04:04:02,M013,LINE_1,66.75,1.706,5.26,84.0,ok
2024-06-01 04:04:08,M016,LINE_4,49.21,3.323,5.92,51.0,ok
2024-06-01 04:04:11,M021,LINE_1,56.72,3.635,6.53,84.0,warn
2024-06-01 04:04:13,M024,LINE_4,67.57,2.94,5.84,93.0,ok
2024-06-01 04:04:19,M021,LINE_1,79.49,0.97,7.05,115.0,ok
2024-06-01 04:04:19,M010,LINE_2,74.04,2.611,5.68,108.0,ok
2024-06-01 04:04:23,M001,LINE_1,53.79,0.0,6.32,67.0,ok
2024-06-01 04:04:24,M006,LINE_2,83.49,2.043,5.8,79.0,ok
2024-06-01 04:04:27,M024,LINE_4,69.7,1.164,5.77,86.0,ok
2024-06-01 04:04:27,M019,LINE_3,66.33,2.283,6.91,115.0,ok
2024-06-01 04:04:31,M008,LINE_4,70.12,3.172,6.62,56.0,ok
2024-06-01 04:04:31,M015,LINE_3,73.9,1.986,6.05,79.0,ok
2024-06-01 04:04:34,M005,LINE_1,70.51,3.978,7.15,74.0,warn
2024-06-01 04:04:37,M019,LINE_3,70.18,3.175,6.03,57.0,ok
2024-06-01 04:04:39,M009,LINE_1,64.31,1.857,5.37,83.0,ok
2024-06-01 04:04:44,M009,LINE_1,82.32,4.446,6.71,128.0,warn
2024-06-01 04:04:46,M018,LINE_2,67.71,2.84,5.46,130.0,ok
2024-06-01 04:04:51,M023,LINE_3,51.74,1.125,4.75,107.0,ok
2024-06-01 04:05:06,M004,LINE_4,72.79,4.526,6.11,110.0,fault
2024-06-01 04:05:10,M012,LINE_4,74.24,1.982,5.3,76.0,ok
2024-06-01 04:05:13,M024,LINE_4,59.04,3.03,5.49,75.0,ok
2024-06-01 04:05:23,M015,LINE_3,68.4,0.922,5.2,113.0,ok
2024-06-01 04:05:24,M011,LINE_3,69.1,1.957,6.11,114.0,ok
2024-06-01 04:05:30,M023,LINE_3,59.31,2.395,6.88,93.0,ok
2024-06-01 04:05:30,M023,LINE_3,54.0,2.803,6.08,76.0,ok
2024-06-01 04:05:31,M016,LINE_4,57.98,1.792,5.43,125.0,ok
2024-06-01 04:05:38,M022,LINE_2,70.32,1.542,6.35,65.0,ok
2024-06-01 04:05:41,M002,LINE_2,63.94,3.776,6.2,118.0,warn
2024-06-01 04:05:43,M015,LINE_3,74.09,3.361,5.63,91.0,ok
2024-06-01 04:05:43,M009,LINE_1,81.58,3.236,5.66,112.0,ok
2024-06-01 04:05:49,M006,LINE_2,81.53,3.202,6.04,63.0,ok
2024-06-01 04:05:55,M012,LINE_4,60.33,2.763,6.49,103.0,ok
2024-06-01 04:06:01,M017,LINE_1,72.88,1.888,6.35,85.0,ok
2024-06-01 04:06:31,M010,LINE_2,62.04,3.674,5.46,101.0,warn
2024-06-01 04:06:39,M022,LINE_2,75.06,1.359,6.2,67.0,ok
2024-06-01 04:06:46,M007,LINE_3,68.6,4.358,5.73,130.0,warn
2024-06-01 04:06:49,M022,LINE_2,48.46,1.721,6.42,89.0,ok
2024-06-01 04:07:05,M010,LINE_2,66.49,2.649,6.55,98.0,ok
2024-06-01 04:07:29,M006,LINE_2,70.64,4.441,5.95,85.0,warn
2024-06-01 04:07:32,M016,LINE_4,61.96,1.245,7.77,94.0,ok
2024-06-01 04:07:42,M015,LINE_3,76.87,2.224,5.08,82.0,ok
2024-06-01 04:07:45,M020,LINE_4,65.85,1.375,7.14,139.0,ok
2024-06-01 04:07:52,M003,LINE_3,69.97,2.748,4.7,119.0,ok
2024-06-01 04:08:00,M001,LINE_1,61.4,1.051,5.58,119.0,ok
2024-06-01 04:08:07,M006,LINE_2,64.45,3.271,6.85,103.0,ok
2024-06-01 04:08:08,M016,LINE_4,48.38,2.312,6.37,112.0,ok
2024-06-01 04:08:13,M017,LINE_1,67.18,1.566,6.47,80.0,ok
2024-06-01 04:08:22,M011,LINE_3,69.78,2.331,6.34,127.0,ok
2024-06-01 04:08:23,M004,LINE_4,73.25,4.34,6.68,103.0,warn
2024-06-01 04:08:34,M019,LINE_3,51.26,2.716,5.36,107.0,ok
2024-06-01 04:08:35,M018,LINE_2,71.92,3.781,6.29,87.0,warn
2024-06-01 04:08:35,M024,LINE_4,70.08,2.868,6.63,110.0,ok
2024-06-01 04:08:36,M020,LINE_4,64.51,2.359,6.6,90.0,ok
2024-06-01 04:08:40,M015,LINE_3,68.3,2.87,5.93,131.0,ok
2024-06-01 04:08:43,M024,LINE_4,64.88,3.122,5.28,71.0,ok
2024-06-01 04:08:47,M024,LINE_4,72.11,1.6,5.78,91.0,ok
2024-06-01 04:08:56,M004,LINE_4,83.3,4.253,5.91,121.0,warn
2024-06-01 04:08:58,M005,LINE_1,62.89,0.477,6.34,125.0,ok
2024-06-01 04:08:59,M024,LINE_4,76.46,4.044,6.46,81.0,warn
2024-06-01 04:09:00,M012,LINE_4,55.81,2.981,6.1,65.0,ok
2024-06-01 04:09:09,M009,LINE_1,70.41,3.061,4.77,95.0,ok
2024-06-01 04:09:13,M013,LINE_1,58.68,1.413,6.17,96.0,ok
2024-06-01 04:09:17,M012,LINE_4,64.21,2.953,6.13,101.0,ok
2024-06-01 04:09:26,M020,LINE_4,49.52,2.072,7.05,85.0,ok
2024-06-01 04:09:44,M009,LINE_1,62.58,4.554,6.26,90.0,fault
2024-06-01 04:09:48,M002,LINE_2,70.7,2.717,6.82,69.0,ok
2024-06-01 04:09:59,M021,LINE_1,67.86,3.088,5.39,75.0,ok
2024-06-01 04:10:05,M001,LINE_1,52.81,1.822,5.61,78.0,ok
2024-06-01 04:10:05,M022,LINE_2,68.68,2.315,4.96,95.0,ok
2024-06-01 04:10:05,M012,LINE_4,76.28,3.098,7.65,75.0,ok
2024-06-01 04:10:10,M017,LINE_1,57.37,2.062,6.73,130.0,ok
2024-06-01 04:10:16,M014,LINE_2,62.46,1.67,6.01,107.0,ok
2024-06-01 04:10:20,M014,LINE_2,60.2,2.284,6.47,95.0,ok
2024-06-01 04:10:20,M012,LINE_4,67.05,2.505,4.86,127.0,ok
2024-06-01 04:10:21,M012,LINE_4,66.29,3.605,6.7,73.0,warn
2024-06-01 04:10:24,M008,LINE_4,73.12,3.352,6.35,102.0,ok
2024-06-01 04:10:24,M014,LINE_2,60.72,2.626,7.32,113.0,ok
2024-06-01 04:10:33,M009,LINE_1,77.01,2.347,4.74,65.0,ok
2024-06-01 04:10:48,M011,LINE_3,61.11,3.029,5.81,83.0,ok
2024-06-01 04:10:49,M009,LINE_1,66.6,2.399,5.22,119.0,ok
2024-06-01 04:10:55,M017,LINE_1,49.2,1.232,5.18,77.0,ok
2024-06-01 04:11:04,M009,LINE_1,69.16,3.647,6.54,107.0,warn
2024-06-01 04:11:12,M022,LINE_2,76.45,4.47,5.59,96.0,warn
2024-06-01 04:11:13,M007,LINE_3,50.06,1.96,5.53,114.0,ok
