customer_id,signup_date,gender,senior_citizen,partner,dependents,state,tenure_months,contract,payment_method,paperless_billing,internet_service,online_security,tech_support,monthly_charges,total_charges,churn
TEL00431,2022-09-09,Female,0,No,Yes,Delhi,22,Month-to-month,Credit card,No,Fiber optic,No,Yes,76.08,1673.76,No
TEL00432,2022-09-09,Male,1,No,No,Gujarat,22,One year,Bank transfer,Yes,DSL,No,Yes,38.04,836.88,No
TEL00433,2020-07-21,Female,0,Yes,No,Karnataka,48,Month-to-month,Mailed check,No,Fiber optic,No,Yes,63.58,3051.84,No
TEL00434,2019-05-28,Female,0,Yes,No,Maharashtra,62,Month-to-month,Electronic check,No,Fiber optic,No,Yes,74.89,4643.18,No
TEL00435,2021-12-13,Female,0,Yes,Yes,Maharashtra,31,Month-to-month,Electronic check,Yes,DSL,,No,55.83,1730.73,Yes
TEL00436,2019-09-25,Female,0,Yes,No,Gujarat,58,One year,Electronic check,Yes,DSL,No,No,51.17,2967.86,No
TEL00437,2022-09-09,Male,0,No,No,Delhi,22,Month-to-month,Bank transfer,Yes,DSL,No,No,54.79,1205.38,Yes
TEL00438,2023-10-04,Male,0,Yes,No,Karnataka,9,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,69.06,621.54,No
TEL00439,2019-07-27,Female,0,Yes,No,Delhi,60,Month-to-month,Bank transfer,No,No,No internet service,No internet service,19.01,1140.6,No
TEL00440,2019-12-24,Male,0,Yes,No,West Bengal,55,Month-to-month,Mailed check,No,Fiber optic,No,Yes,81.49,4481.95,No
TEL00441,2020-01-23,Male,0,No,No,Telangana,54,Two year,Bank transfer,No,DSL,Yes,Yes,47.25,2551.5,No
TEL00442,2019-03-29,Male,0,Yes,No,Karnataka,64,One year,Bank transfer,Yes,No,No internet service,No internet service,18.0,1152.0,No
TEL00443,2021-07-16,Female,1,No,Yes,Maharashtra,36,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,75.28,2710.08,Yes
TEL00444,2023-05-07,Male,1,No,No,Maharashtra,14,One year,Bank transfer,Yes,No,No internet service,No internet service,20.14,281.96,No
TEL00445,2021-01-17,Male,0,Yes,Yes,West Bengal,42,Month-to-month,Credit card,Yes,Fiber optic,No,No,77.2,3242.4,Yes
TEL00446,2021-02-16,Female,0,No,No,Delhi,41,month-to-month ,Electronic check,Yes,DSL,No,No,48.63,1993.83,No
TEL00447,2022-03-13,Male,0,Yes,No,Telangana,28,Month-to-month,Credit card,Yes,Fiber optic,Yes,Yes,76.81,2150.68,No
TEL00448,2020-09-19,Female,1,No,No,Gujarat,46,One year,Credit card,Yes,DSL,No,No,26.98,1241.08,No
TEL00449,2022-12-08,Female,1,No,No,Maharashtra,19,month-to-month ,Bank transfer,Yes,DSL,No,No,51.51,978.69,No
TEL00450,2020-11-18,Female,0,Yes,Yes,Karnataka,44,Two year,Bank transfer,Yes,DSL,No,No,53.11,2336.84,No
TEL00451,2019-10-25,Male,0,Yes,No,Delhi,57,Month-to-month,Electronic check,Yes,Fiber optic,Yes,No,79.28,4518.96,No
TEL00452,2023-12-03,Male,0,No,No,Gujarat,7,Two year,Electronic check,No,Fiber optic,Yes,No,78.07,546.49,Yes
TEL00453,2021-10-14,Male,0,No,No,Delhi,33,Two year,Credit card,Yes,DSL,Yes,Yes,58.76,1939.08,No
TEL00454,2020-07-21,Male,0,No,Yes,Karnataka,48,Month-to-month,Credit card,Yes,Fiber optic,No,No,79.8,3830.4,No
TEL00455,2024-04-01,,0,No,No,Maharashtra,3,Month-to-month,Electronic check,Yes,Fiber optic,Yes,Yes,76.23,228.69,Yes
TEL00456,2020-09-19,Male,0,No,No,Delhi,46,Month-to-month,Mailed check,Yes,DSL,Yes,No,49.73,2287.58,No
TEL00457,2019-01-28,Female,1,Yes,No,Maharashtra,66,One year,Mailed check,Yes,No,No internet service,No internet service,18.0,1188.0,No
TEL00458,2019-07-27,Female,0,No,No,West Bengal,60,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,18.52,1111.2,No
TEL00459,2020-05-22,Female,0,Yes,No,Gujarat,50,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,No,68.76,3438.0,No
TEL00460,2019-09-25,Female,0,No,Yes,Delhi,58,Month-to-month,Bank transfer,No,Fiber optic,No,Yes,68.77,3988.66,Yes
TEL00461,2022-05-12,Male,0,No,No,Maharashtra,26,Month-to-month,Electronic check,Yes,Fiber optic,No,No,54.59,1419.34,No
TEL00462,2022-08-10,Female,0,Yes,No,Delhi,23,Month-to-month,Bank transfer,No,DSL,No,Yes,49.46,1137.58,No
TEL00463,2024-01-02,Male,0,No,Yes,West Bengal,6,Two year,Electronic check,No,DSL,No,No,53.18,319.08,No
TEL00464,2020-03-23,Male,1,No,No,Tamil Nadu,52,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,51.53,2679.56,No
TEL00465,2022-09-09,Female,0,Yes,No,Delhi,22,Month-to-month,Mailed check,No,DSL,Yes,No,60.22,1324.84,No
TEL00466,2019-04-28,Male,0,No,No,Delhi,63,Month-to-month,Electronic check,Yes,Fiber optic,No,No,69.89,4403.07,Yes
TEL00467,2021-09-14,Male,0,Yes,No,Maharashtra,34,Month-to-month,Mailed check,Yes,DSL,No,Yes,44.81,1523.54,Yes
TEL00468,2019-02-27,Male,1,No,Yes,Maharashtra,65,Month-to-month,Bank transfer,No,Fiber optic,Yes,Yes,82.57,5367.05,No
TEL00469,2023-09-04,Female,0,Yes,No,Delhi,10,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,18.19,181.9,Yes
TEL00470,2023-08-05,Male,0,No,No,West Bengal,11,One year,Bank transfer,No,DSL,No,No,44.53,489.83,No
TEL00471,2022-06-11,Male,0,Yes,Yes,West Bengal,25,Month-to-month,Electronic check,No,DSL,No,No,56.33,1408.25,No
TEL00472,2024-05-31,,0,Yes,No,Gujarat,1,Two year,Electronic check,No,Fiber optic,No,No,71.46,71.46,Yes
TEL00473,2021-08-15,,0,No,Yes,Karnataka,35,Two year,Mailed check,Yes,Fiber optic,Yes,No,78.0,2730.0,No
TEL00474,2020-08-20,Female,0,Yes,No,Tamil Nadu,47,Two year,Electronic check,Yes,No,No internet service,No internet service,18.02,846.94,No
TEL00475,2020-07-21,Male,0,No,No,Maharashtra,48,Month-to-month,Bank transfer,Yes,DSL,Yes,No,48.74,2339.52,Yes
TEL00476,2023-04-07,Female,0,Yes,No,Karnataka,15,Two year,Credit card,No,DSL,Yes,Yes,47.94,719.1,No
TEL00477,2023-08-05,Male,0,Yes,No,Maharashtra,11,One year,Electronic check,No,No,No internet service,No internet service,19.15,210.65,Yes
TEL00478,2021-02-16,Female,0,,No,Delhi,41,Two year,Credit card,Yes,DSL,No,No,38.97,1597.77,No
TEL00479,2020-09-19,Female,0,Yes,No,Maharashtra,46,Month-to-month,Mailed check,No,DSL,No,Yes,59.1,2718.6,No
TEL00480,2018-11-29,Female,0,No,Yes,Gujarat,68,One year,Credit card,Yes,DSL,No,No,43.28,2943.04,No
TEL00481,2019-02-27,Male,0,No,Yes,West Bengal,65,One year,Credit card,No,Fiber optic,Yes,Yes,85.89,5582.85,No
TEL00482,2022-04-12,Male,0,No,No,Maharashtra,27,Month-to-month,Credit card,Yes,No,No internet service,No internet service,30.27,817.29,Yes
TEL00483,2023-08-05,Male,0,No,No,Karnataka,11,One year,Credit card,Yes,Fiber optic,No,No,78.11,859.21,No
TEL00484,2023-01-07,Male,0,Yes,No,Karnataka,18,One year,Credit card,No,Fiber optic,Yes,No,69.71,1254.78,No
TEL00485,2019-03-29,Male,0,No,No,Telangana,64,Two year,Bank transfer,No,DSL,No,No,58.25,3728.0,No
TEL00486,2021-10-14,Male,0,Yes,No,West Bengal,33,Two year,Credit card,Yes,Fiber optic,No,Yes,60.15,1984.95,No
TEL00487,2018-08-01,Female,0,Yes,Yes,West Bengal,72,Month-to-month,Electronic check,No,DSL,No,No,56.31,4054.32,No
TEL00488,2020-08-20,Female,0,Yes,No,Maharashtra,47,One year,Credit card,Yes,DSL,No,No,25.19,1183.93,No
TEL00489,2020-12-18,Female,0,Yes,No,West Bengal,43,Month-to-month,Bank transfer,Yes,DSL,No,Yes,42.94,1846.42,No
TEL00490,2023-12-03,Female,0,Yes,No,Delhi,7,Two year,Mailed check,No,Fiber optic,No,No,69.48,486.36,Yes
TEL00491,2020-12-18,Male,0,No,No,Maharashtra,43,Month-to-month,Mailed check,No,Fiber optic,No,No,64.45,2771.35,No
TEL00492,2022-04-12,Male,0,Yes,Yes,Karnataka,27,Month-to-month,Electronic check,No,DSL,Yes,Yes,38.42,1037.34,No
TEL00493,2019-06-27,Male,1,No,Yes,Tamil Nadu,61,Month-to-month,Electronic check,Yes,DSL,Yes,No,38.27,2334.47,No
TEL00494,2023-10-04,Male,0,Yes,Yes,Delhi,9,One year,Bank transfer,No,No,No internet service,No internet service,22.03,198.27,Yes
TEL00495,2023-05-07,Male,0,No,No,Tamil Nadu,14,One year,Mailed check,Yes,Fiber optic,No,No,56.56,791.84,No
TEL00496,2020-07-21,Female,0,No,No,Maharashtra,48,Two year,Credit card,Yes,DSL,No,Yes,55.03,2641.44,No
TEL00497,2020-06-21,Male,0,Yes,No,Tamil Nadu,49,Month-to-month,Electronic check,No,No,No internet service,No internet service,29.08,1424.92,No
TEL00498,2019-07-27,Male,0,No,No,Karnataka,60,Month-to-month,Electronic check,Yes,DSL,No,No,55.65,3339.0,No
TEL00499,2021-05-17,Male,1,No,No,Gujarat,38,One year,Bank transfer,Yes,Fiber optic,Yes,No,77.01,2926.38,No
TEL00500,2022-04-12,,0,No,No,Tamil Nadu,27,Month-to-month,Credit card,Yes,Fiber optic,Yes,No,74.66,2015.82,Yes
TEL00501,2022-09-09,Female,0,,No,Maharashtra,22,two year ,Mailed check,No,No,No internet service,No internet service,18.0,396.0,No
TEL00502,2022-04-12,Female,1,,No,West Bengal,27,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,41.69,1125.63,Yes
TEL00503,2020-07-21,Male,1,No,No,Karnataka,48,One year,Electronic check,No,No,No internet service,No internet service,29.52,1416.96,No
TEL00504,2021-04-17,Male,1,No,No,Tamil Nadu,39,Month-to-month,Electronic check,No,Fiber optic,No,No,75.02,2925.78,No
TEL00505,2022-10-09,Male,0,Yes,No,Delhi,21,Two year,Credit card,Yes,No,No internet service,No internet service,22.68,476.28,No
TEL00506,2023-04-07,Male,0,No,Yes,Tamil Nadu,15,Month-to-month,Credit card,Yes,DSL,,No,58.63,879.45,Yes
TEL00507,2020-04-22,Female,1,Yes,No,Maharashtra,51,Month-to-month,Mailed check,No,DSL,No,Yes,34.95,1782.45,No
TEL00508,2023-01-07,Female,0,No,Yes,Karnataka,18,month-to-month ,Credit card,Yes,Fiber optic,No,No,76.81,1382.58,No
TEL00509,2023-04-07,Female,1,No,No,Karnataka,15,Month-to-month,Electronic check,No,Fiber optic,No,Yes,70.51,1057.65,Yes
TEL00510,2022-07-11,Male,0,No,No,Delhi,24,Month-to-month,Bank transfer,Yes,No,No internet service,No internet service,18.0,432.0,Yes
TEL00511,2019-05-28,Male,0,Yes,No,Delhi,62,Month-to-month,Credit card,No,DSL,No,No,53.72,3330.64,No
TEL00512,2021-10-14,Female,0,Yes,No,Delhi,33,Two year,Mailed check,No,Fiber optic,Yes,Yes,74.01,2442.33,No
TEL00513,2020-12-18,Female,0,No,No,Delhi,43,Two year,Bank transfer,No,Fiber optic,Yes,Yes,83.47,3589.21,No
TEL00514,2024-02-01,Female,0,No,Yes,Delhi,5,Two year,Bank transfer,No,DSL,Yes,No,44.21,221.05,No
TEL00515,2022-06-11,Male,1,Yes,No,Gujarat,25,One year,Electronic check,Yes,Fiber optic,Yes,No,71.87,1796.75,No
TEL00516,2020-01-23,Male,0,Yes,No,Delhi,54,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,32.72,1766.88,No
TEL00517,2019-11-24,Female,1,Yes,Yes,Tamil Nadu,56,Month-to-month,Bank transfer,No,DSL,Yes,No,52.65,2948.4,Yes
TEL00518,2021-01-17,Female,0,Yes,Yes,Tamil Nadu,42,Month-to-month,Electronic check,No,No,No internet service,No internet service,23.13,971.46,No
TEL00519,2019-04-28,Male,0,Yes,Yes,Tamil Nadu,63,Month-to-month,Electronic check,Yes,Fiber optic,Yes,Yes,67.66,4262.58,Yes
TEL00520,2022-10-09,Male,0,Yes,No,West Bengal,21,Two year,Electronic check,Yes,Fiber optic,No,No,77.15,1620.15,No
TEL00521,2023-07-06,Male,1,Yes,No,West Bengal,12,Month-to-month,Bank transfer,Yes,DSL,Yes,No,44.95,539.4,Yes
TEL00522,2024-02-01,Male,0,Yes,No,Maharashtra,5,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,23.73,118.65,No
TEL00523,2023-05-07,Female,1,Yes,Yes,Delhi,14,Month-to-month,Mailed check,No,Fiber optic,No,Yes,67.01,938.14,Yes
TEL00524,2019-12-24,Female,0,Yes,No,West Bengal,55,Month-to-month,Bank transfer,No,Fiber optic,No,Yes,77.93,4286.15,No
TEL00525,2019-02-27,Female,1,Yes,Yes,Karnataka,65,Month-to-month,Electronic check,No,DSL,No,No,49.36,3208.4,No
TEL00526,2023-10-04,Male,0,No,No,Tamil Nadu,9,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,No,63.52,571.68,Yes
TEL00527,2021-07-16,Male,0,No,No,Delhi,36,Month-to-month,Mailed check,No,No,No internet service,No internet service,22.54,811.44,Yes
TEL00528,2023-10-04,Female,0,No,No,Tamil Nadu,9,Month-to-month,Electronic check,Yes,No,No internet service,No internet service,18.0,162.0,No
TEL00529,2019-06-27,Female,0,Yes,No,Gujarat,61,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,29.88,1822.68,No
TEL00530,2023-10-04,Male,0,Yes,No,Telangana,9,Two year,Mailed check,No,DSL,No,No,47.95,431.55,No
TEL00531,2020-09-19,Male,0,Yes,Yes,Karnataka,46,One year,Bank transfer,Yes,No,No internet service,No internet service,20.46,941.16,No
TEL00532,2024-02-01,Female,0,Yes,No,Tamil Nadu,5,Two year,Credit card,Yes,DSL,Yes,Yes,79.05,395.25,No
TEL00533,2020-02-22,Female,0,No,No,Telangana,53,Month-to-month,Electronic check,No,DSL,No,Yes,56.64,3001.92,No
TEL00534,2019-01-28,Male,0,No,Yes,Maharashtra,66,Two year,Bank transfer,No,No,No internet service,No internet service,18.0,1188.0,No
TEL00535,2020-02-22,Male,0,No,No,Tamil Nadu,53,Two year,Bank transfer,No,No,No internet service,No internet service,26.96,1428.88,No
TEL00536,2022-12-08,Female,1,No,No,Maharashtra,19,Month-to-month,Mailed check,Yes,DSL,Yes,No,52.31,993.89,Yes
TEL00537,2019-06-27,Male,0,No,Yes,Delhi,61,Month-to-month,Mailed check,Yes,DSL,,Yes,60.73,3704.53,No
TEL00538,2022-09-09,Female,0,No,No,Karnataka,22,Two year,Bank transfer,Yes,Fiber optic,No,Yes,67.18,1477.96,No
TEL00539,2019-12-24,Female,0,Yes,No,Maharashtra,55,Month-to-month,Mailed check,No,No,No internet service,No internet service,35.56,1955.8,No
TEL00540,2019-07-27,Male,0,No,No,Telangana,60,One year,Mailed check,Yes,Fiber optic,No,No,66.07,3964.2,No
TEL00541,2021-08-15,Male,0,No,Yes,Telangana,35,Two year,Bank transfer,Yes,DSL,No,Yes,47.1,1648.5,No
TEL00542,2020-10-19,Male,0,Yes,No,Telangana,45,Two year,Bank transfer,No,Fiber optic,No,No,64.3,2893.5,No
TEL00543,2019-05-28,Male,0,Yes,Yes,Telangana,62,Two year,Electronic check,Yes,No,No internet service,No internet service,18.0,1116.0,No
TEL00544,2023-06-06,Male,0,Yes,No,Telangana,13,Month-to-month,Mailed check,No,DSL,No,No,60.19,782.47,No
TEL00545,2024-05-31,Male,0,No,Yes,Tamil Nadu,1,Month-to-month,Credit card,Yes,No,No internet service,No internet service,21.53,21.53,Yes
TEL00546,2021-12-13,,0,No,No,West Bengal,31,Month-to-month,Electronic check,No,No,No internet service,No internet service,18.0,558.0,Yes
TEL00547,2023-06-06,Male,0,No,Yes,Tamil Nadu,13,Month-to-month,Mailed check,Yes,Fiber optic,No,Yes,73.89,960.57,Yes
TEL00548,2019-03-29,Female,0,Yes,No,Tamil Nadu,64,One year,Bank transfer,Yes,No,No internet service,No internet service,22.05,1411.2,No
TEL00549,2019-04-28,Male,0,Yes,No,Gujarat,63,one year ,Electronic check,Yes,Fiber optic,Yes,No,82.66,5207.58,No
TEL00550,2022-04-12,Male,0,Yes,No,Karnataka,27,two year ,Electronic check,No,No,No internet service,No internet service,18.0,486.0,No
TEL00551,2022-09-09,,0,Yes,No,West Bengal,22,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,76.62,1685.64,Yes
TEL00552,2020-04-22,Female,0,Yes,No,Tamil Nadu,51,Month-to-month,Bank transfer,No,DSL,No,No,68.32,3484.32,No
TEL00553,2021-10-14,Male,0,No,No,Karnataka,33,Month-to-month,Electronic check,Yes,Fiber optic,No,No,69.05,2278.65,Yes
TEL00554,2023-12-03,Male,0,Yes,Yes,Karnataka,7,Two year,Bank transfer,No,DSL,Yes,No,51.02,357.14,No
TEL00555,2020-07-21,Female,0,No,No,Karnataka,48,Month-to-month,Bank transfer,No,Fiber optic,Yes,Yes,70.67,3392.16,No
TEL00556,2020-02-22,Male,0,Yes,No,West Bengal,53,Month-to-month,Credit card,No,DSL,Yes,No,57.63,3054.39,No
TEL00557,2024-02-01,Female,0,No,No,Karnataka,5,Month-to-month,Electronic check,Yes,DSL,No,No,41.44,207.2,Yes
TEL00558,2019-11-24,Female,0,No,No,Maharashtra,56,Month-to-month,Mailed check,No,DSL,,Yes,64.69,3622.64,No
TEL00559,2021-05-17,Male,0,Yes,No,Gujarat,38,Two year,Credit card,Yes,Fiber optic,Yes,Yes,89.66,3407.08,No
TEL00560,2019-07-27,Male,0,No,No,Maharashtra,60,Month-to-month,Mailed check,No,Fiber optic,No,Yes,81.49,4889.4,No
TEL00561,2019-05-28,Female,0,Yes,No,Karnataka,62,month-to-month ,Bank transfer,No,Fiber optic,Yes,No,71.14,4410.68,No
TEL00562,2020-06-21,Male,1,Yes,No,Karnataka,49,Month-to-month,Mailed check,Yes,Fiber optic,Yes,No,72.44,3549.56,No
TEL00563,2022-07-11,Female,0,Yes,Yes,Maharashtra,24,Month-to-month,Bank transfer,Yes,DSL,Yes,Yes,52.09,1250.16,No
TEL00564,2022-04-12,Female,0,No,No,Maharashtra,27,Month-to-month,Bank transfer,Yes,DSL,No,Yes,50.79,1371.33,Yes
TEL00565,2020-03-23,Female,0,Yes,No,Gujarat,52,Month-to-month,Bank transfer,Yes,Fiber optic,No,No,67.36,3502.72,No
TEL00566,2024-03-02,Female,0,Yes,No,West Bengal,4,Month-to-month,Credit card,Yes,Fiber optic,No,No,65.86,263.44,Yes
TEL00567,2023-03-08,Male,0,Yes,No,Maharashtra,16,One year,Bank transfer,Yes,Fiber optic,Yes,Yes,80.9,1294.4,No
TEL00568,2021-06-16,Female,0,No,No,Delhi,37,One year,Bank transfer,Yes,Fiber optic,No,No,69.92,2587.04,No
TEL00569,2018-11-29,Male,0,Yes,No,Gujarat,68,two year ,Electronic check,Yes,No,No internet service,No internet service,18.0,1224.0,No
TEL00570,2019-12-24,Male,1,Yes,No,Karnataka,55,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,27.32,1502.6,No
TEL00571,2019-08-26,Male,1,Yes,Yes,Maharashtra,59,Two year,Credit card,Yes,No,No internet service,No internet service,28.37,1673.83,No
TEL00572,2023-06-06,Male,0,Yes,No,Gujarat,13,Month-to-month,Credit card,No,DSL,Yes,No,45.72,594.36,No
TEL00573,2022-11-08,Female,0,Yes,No,Gujarat,20,Two year,Electronic check,No,Fiber optic,Yes,No,92.07,1841.4,No
TEL00574,2022-12-08,Female,1,Yes,No,Maharashtra,19,Month-to-month,Bank transfer,Yes,DSL,Yes,No,53.13,1009.47,Yes
TEL00575,2020-01-23,Male,0,No,Yes,Telangana,54,One year,Electronic check,No,No,No internet service,No internet service,29.81,1609.74,No
TEL00576,2021-04-17,,1,No,No,Delhi,39,One year,Electronic check,Yes,Fiber optic,No,No,84.97,3313.83,No
TEL00577,2023-04-07,Male,0,Yes,No,Tamil Nadu,15,Month-to-month,Mailed check,Yes,DSL,Yes,No,38.91,583.65,No
TEL00578,2020-01-23,Male,0,No,No,Maharashtra,54,Two year,Electronic check,Yes,DSL,No,Yes,54.11,2921.94,No
TEL00579,2020-09-19,Female,0,No,Yes,Karnataka,46,Month-to-month,Bank transfer,Yes,Fiber optic,Yes,Yes,87.37,4019.02,No
TEL00580,2019-02-27,Female,0,Yes,No,West Bengal,65,Month-to-month,Mailed check,Yes,Fiber optic,Yes,No,84.63,5500.95,No
TEL00581,2021-03-18,Female,0,Yes,No,Delhi,40,Month-to-month,Mailed check,Yes,Fiber optic,Yes,No,81.39,3255.6,No
TEL00582,2023-10-04,Female,0,No,No,Delhi,9,One year,Credit card,No,Fiber optic,No,No,78.11,702.99,Yes
TEL00583,2019-03-29,Female,1,Yes,No,Gujarat,64,Month-to-month,Mailed check,No,No,No internet service,No internet service,18.0,1152.0,No
TEL00584,2023-06-06,Male,1,No,Yes,Tamil Nadu,13,One year,Electronic check,No,No,No internet service,No internet service,18.0,234.0,No
TEL00585,2024-03-02,Male,0,Yes,No,Delhi,4,Two year,Electronic check,Yes,Fiber optic,No,Yes,79.68,318.72,No
TEL00586,2019-09-25,Male,0,No,No,Maharashtra,58,One year,Electronic check,Yes,Fiber optic,No,No,54.02,3133.16,No
TEL00587,2021-11-13,Female,0,Yes,Yes,Telangana,32,Two year,Bank transfer,Yes,Fiber optic,No,Yes,70.8,2265.6,No
TEL00588,2020-08-20,Male,0,Yes,Yes,Karnataka,47,Month-to-month,Bank transfer,No,Fiber optic,No,No,68.66,3227.02,No
TEL00589,2023-10-04,Male,0,No,No,Karnataka,9,One year,Mailed check,Yes,DSL,No,No,48.1,432.9,No
TEL00590,2020-03-23,Male,0,,No,Karnataka,52,Month-to-month,Credit card,Yes,Fiber optic,No,No,77.27,4018.04,No
TEL00591,2022-02-11,Male,0,No,No,Delhi,29,Two year,Electronic check,No,Fiber optic,No,Yes,77.05,2234.45,No
TEL00592,2018-08-01,Female,0,No,Yes,Gujarat,72,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,68.57,4937.04,No
TEL00593,2020-09-19,Male,0,No,Yes,Tamil Nadu,46,Two year,Electronic check,Yes,DSL,No,No,37.55,1727.3,No
TEL00594,2018-11-29,Male,0,Yes,No,Gujarat,68,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,78.39,5330.52,Yes
TEL00595,2019-10-25,Female,0,Yes,No,West Bengal,57,Two year,Mailed check,Yes,DSL,Yes,No,54.76,3121.32,No
TEL00596,2019-06-27,Female,0,Yes,No,Telangana,61,Month-to-month,Electronic check,Yes,Fiber optic,No,No,73.12,4460.32,No
TEL00597,2024-01-02,Female,0,Yes,No,Maharashtra,6,One year,Mailed check,Yes,Fiber optic,No,No,71.25,427.5,No
TEL00598,2019-11-24,Female,0,No,Yes,Karnataka,56,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,76.01,4256.56,No
TEL00599,2020-11-18,Male,0,No,No,Maharashtra,44,Two year,Electronic check,Yes,No,No internet service,No internet service,18.0,792.0,No
TEL00600,2022-03-13,Female,1,Yes,Yes,Gujarat,28,Month-to-month,Bank transfer,No,Fiber optic,No,No,69.93,1958.04,Yes
TEL00601,2022-09-09,Female,0,Yes,Yes,Maharashtra,22,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,26.16,575.52,Yes
TEL00602,2020-09-19,Female,0,No,No,Gujarat,46,Two year,Bank transfer,Yes,No,No internet service,No internet service,18.0,828.0,Yes
TEL00603,2023-05-07,Male,0,No,No,Karnataka,14,One year,Credit card,No,No,No internet service,No internet service,23.54,329.56,No
TEL00604,2023-06-06,Male,1,Yes,Yes,West Bengal,13,Two year,Mailed check,Yes,DSL,No,No,50.65,658.45,No
TEL00605,2019-04-28,,1,No,No,Maharashtra,63,Two year,Mailed check,Yes,Fiber optic,No,No,88.63,5583.69,No
TEL00606,2019-12-24,Male,0,Yes,Yes,Gujarat,55,Month-to-month,Bank transfer,No,DSL,Yes,No,49.64,2730.2,No
TEL00607,2020-12-18,Male,0,Yes,Yes,West Bengal,43,Month-to-month,Electronic check,Yes,Fiber optic,No,No,68.18,2931.74,No
TEL00608,2019-12-24,Male,0,Yes,No,Delhi,55,One year,Credit card,Yes,Fiber optic,No,Yes,65.59,3607.45,Yes
TEL00609,2022-08-10,Male,1,,Yes,Karnataka,23,Two year,Mailed check,Yes,DSL,No,Yes,41.5,954.5,No
TEL00610,2020-03-23,Male,0,Yes,Yes,Tamil Nadu,52,Month-to-month,Electronic check,No,Fiber optic,No,No,57.32,2980.64,No
TEL00611,2023-04-07,Male,0,No,No,West Bengal,15,Two year,Mailed check,No,DSL,Yes,No,35.98,539.7,No
TEL00612,2021-11-13,Male,0,Yes,Yes,Maharashtra,32,Month-to-month,Bank transfer,No,No,No internet service,No internet service,25.7,822.4,No
TEL00613,2023-09-04,Male,1,Yes,No,Telangana,10,Two year,Credit card,Yes,Fiber optic,No,Yes,75.08,750.8,No
TEL00614,2022-04-12,Female,0,No,Yes,Delhi,27,One year,Credit card,No,DSL,No,Yes,52.57,1419.39,No
TEL00615,2022-07-11,Male,0,No,No,West Bengal,24,Month-to-month,Electronic check,No,Fiber optic,Yes,No,62.55,1501.2,Yes
TEL00616,2022-01-12,Male,0,No,Yes,Maharashtra,30,Month-to-month,Electronic check,Yes,Fiber optic,No,Yes,59.11,1773.3,No
TEL00617,2021-09-14,Female,0,Yes,No,Gujarat,34,Month-to-month,Electronic check,Yes,DSL,Yes,Yes,41.11,1397.74,Yes
TEL00618,2024-05-01,Female,0,Yes,No,Tamil Nadu,2,Month-to-month,Electronic check,No,Fiber optic,No,No,82.96,165.92,Yes
TEL00619,2022-07-11,Male,0,Yes,No,Tamil Nadu,24,Month-to-month,Mailed check,Yes,Fiber optic,Yes,No,84.07,2017.68,No
TEL00620,2019-06-27,Female,0,Yes,No,Delhi,61,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,18.0,1098.0,No
TEL00621,2021-12-13,Female,1,No,No,Delhi,31,Month-to-month,Mailed check,Yes,Fiber optic,No,Yes,75.95,2354.45,No
TEL00622,2021-04-17,Female,0,Yes,Yes,Karnataka,39,Month-to-month,Mailed check,Yes,No,No internet service,No internet service,21.49,838.11,No
TEL00623,2023-12-03,Female,0,Yes,No,Telangana,7,Month-to-month,Electronic check,No,DSL,Yes,No,42.38,296.66,No
TEL00624,2022-03-13,Female,0,No,No,Delhi,28,Month-to-month,Bank transfer,Yes,DSL,Yes,Yes,50.06,1401.68,Yes
TEL00625,2018-09-30,Female,0,No,Yes,West Bengal,70,Month-to-month,Electronic check,Yes,DSL,No,No,52.7,3689.0,No
TEL00626,2021-03-18,Male,1,Yes,No,Maharashtra,40,Month-to-month,Electronic check,No,Fiber optic,Yes,Yes,85.82,3432.8,No
TEL00627,2024-05-31,Female,0,Yes,No,Maharashtra,1,Two year,Bank transfer,Yes,DSL,No,Yes,57.3,57.3,No
TEL00628,2020-03-23,Male,0,No,No,Telangana,52,Month-to-month,Electronic check,No,Fiber optic,No,No,72.77,3784.04,No
TEL00629,2019-11-24,Male,0,Yes,No,Gujarat,56,One year,Electronic check,No,DSL,Yes,No,51.14,2863.84,No
TEL00630,2022-04-12,Male,1,No,No,Telangana,27,Month-to-month,Electronic check,No,No,No internet service,No internet service,24.17,652.59,Yes
TEL00631,2024-05-01,Male,0,Yes,Yes,Delhi,2,One year,Bank transfer,No,Fiber optic,No,No,68.98,137.96,No
