customer_id,signup_date,first_order_date,last_order_date,age,gender,city,plan,device,payment_method,num_orders,total_spend,support_tickets,email_opt_in,is_churned
CUST00607,2022-01-28,2022-02-26,2024-03-16,,F,Hyderabad,Basic,Desktop,UPI,3,115.45,0,0,0
CUST00608,2022-09-18,2023-10-02,2024-06-25,,,Delhi,Premium,Mobile,Card,4,108.46,0,1,1
CUST00609,2024-03-21,,,36.0,F,Delhi,Premium,Mobile,UPI,0,0.0,0,0,1
CUST00610,2023-11-09,2023-12-20,2023-12-20,18.0,M,Kolkata,Premium,Mobile,UPI,1,34.86,0,0,0
CUST00611,2023-10-11,2023-10-30,2024-04-13,54.0,M,Delhi,Premium,Mobile,Card,2,209.23,0,0,0
CUST00612,2022-07-17,,,39.0,M,Mumbai,Standard,Mobile,NetBanking,0,0.0,0,1,1
CUST00613,2023-08-12,2023-11-14,2024-02-24,33.0,F,Pune,Standard,Mobile,Wallet,4,375.83,1,0,0
CUST00614,2022-04-14,2022-08-06,2024-04-04,46.0,F,Kolkata,Standard,Mobile,NetBanking,4,163.77,0,1,0
CUST00615,2023-04-15,2024-03-25,2024-04-16,46.0,M,Patna,Basic,Mobile,Card,2,22.24,1,1,0
CUST00616,2023-02-17,2023-06-12,2024-05-02,43.0,M,Chennai,Standard,Mobile,Wallet,4,100.02,0,1,0
CUST00617,2021-10-31,2022-01-05,2022-10-13,52.0,M,Bengaluru,Basic,Tablet,UPI,2,46.75,0,1,1
CUST00618,2021-11-21,,,41.0,M,Hyderabad,Basic,Mobile,Card,0,0.0,0,1,1
CUST00619,2021-03-16,2021-07-13,2023-02-07,46.0,F,Delhi,Basic,Tablet,Card,3,224.1,3,0,1
CUST00620,2021-06-19,2022-05-08,2023-06-25,32.0,M,Delhi,Basic,Desktop,Card,5,168.24,0,1,0
CUST00621,2022-06-12,2023-07-29,2024-03-25,47.0,F,Indore,Standard,Desktop,Card,3,101.35,0,1,0
CUST00622,2022-08-05,2023-02-15,2024-05-22,32.0,F,Kolkata,Basic,Desktop,UPI,4,162.31,0,1,0
CUST00623,2021-07-20,2021-08-14,2024-05-19,25.0,F,Delhi,Standard,Mobile,Wallet,2,27.36,1,1,0
CUST00624,2022-05-22,2022-06-04,2024-05-12,,F,,Standard,Desktop,NetBanking,7,210.62,0,0,0
CUST00625,2023-01-05,2023-10-08,2023-10-08,35.0,M,Kochi,Standard,Desktop,Card,1,14.8,0,1,0
CUST00626,2021-10-10,2021-12-31,2024-03-26,49.0,,Bengaluru,Basic,Desktop,UPI,3,135.55,1,0,0
CUST00627,2022-02-16,2022-03-29,2023-10-31,21.0,M,Delhi,Standard,Desktop,Card,7,312.91,0,1,0
CUST00628,2022-03-23,2022-11-09,2024-01-21,51.0,M,Delhi,Basic,Mobile,Card,6,185.8,1,1,0
CUST00629,2022-09-07,2023-09-10,2024-05-24,31.0,M,Bengaluru,Premium,Tablet,Wallet,3,42.36,1,1,0
CUST00630,2022-03-22,2022-06-16,2022-10-31,18.0,Other,Bengaluru,Basic,Tablet,NetBanking,2,50.39,0,1,0
CUST00631,2023-06-16,2023-09-10,2024-05-19,24.0,M,Pune,Premium,Desktop,NetBanking,6,223.87,0,1,0
CUST00632,2022-02-03,2022-03-10,2024-03-26,34.0,F,Bengaluru,Basic,Desktop,UPI,6,144.73,0,0,0
CUST00633,2022-06-12,2022-10-07,2022-10-24,43.0,M,Bengaluru,Basic,Desktop,UPI,3,58.29,2,0,0
CUST00634,2022-04-07,2022-06-23,2024-05-10,36.0,,Delhi,Premium,Desktop,Card,5,148.39,0,1,0
CUST00635,2021-08-11,2022-04-04,2023-08-23,23.0,M,Delhi,Standard,Mobile,UPI,5,337.17,0,0,0
CUST00636,2023-04-14,2023-06-01,2024-05-15,29.0,M,Delhi,Basic,Tablet,Card,2,94.33,0,1,0
CUST00637,2021-10-14,2024-03-15,2024-04-14,24.0,M,Hyderabad,Standard,Mobile,Card,2,70.36,1,1,0
CUST00638,2021-12-28,2022-01-01,2024-04-21,41.0,Other,Bengaluru,Basic,Desktop,NetBanking,3,107.72,0,1,0
CUST00639,2023-08-22,2023-11-30,2024-03-25,37.0,F,Mumbai,Basic,Mobile,Card,2,90.71,1,0,0
CUST00640,2024-02-28,2024-03-02,2024-06-23,45.0,M,Patna,Basic,Mobile,Wallet,7,297.45,2,1,0
CUST00641,2023-03-27,2023-10-01,2023-10-01,18.0,M,Bengaluru,Basic,Mobile,Card,1,86.55,0,1,0
CUST00642,2024-01-20,,,32.0,Other,Pune,Basic,Desktop,Wallet,0,0.0,1,0,0
CUST00643,2023-11-05,2023-11-10,2024-06-10,62.0,M,Bhopal,Basic,Mobile,NetBanking,12,474.42,1,0,0
CUST00644,2022-08-08,2023-01-10,2023-08-06,46.0,M,Mumbai,Premium,Desktop,Card,2,45.47,1,1,0
CUST00645,2023-07-26,2023-07-31,2024-05-21,34.0,F,Mumbai,Basic,Mobile,Card,9,317.77,1,1,0
CUST00646,2022-02-04,2023-03-27,2023-03-27,26.0,F,Delhi,Basic,Desktop,Wallet,1,12.07,0,1,0
CUST00647,2022-07-14,2022-12-31,2023-08-08,51.0,M,Surat,Basic,Mobile,Card,3,92.07,1,1,0
CUST00648,2022-10-14,,,56.0,F,Hyderabad,Premium,Mobile,Card,0,0.0,1,1,1
CUST00649,2024-03-13,2024-04-27,2024-05-16,24.0,M,Delhi,Basic,Mobile,Card,2,45.11,0,1,0
CUST00650,2023-10-29,,,25.0,F,Mumbai,Basic,Mobile,Card,0,0.0,1,1,1
CUST00651,2022-08-18,2022-08-27,2024-05-30,41.0,M,Mumbai,Premium,Desktop,Card,10,486.21,1,0,0
CUST00652,2023-03-05,2023-03-07,2024-06-20,42.0,F,Hyderabad,Basic,Mobile,Card,3,100.78,1,0,0
CUST00653,2021-09-04,2023-01-22,2024-04-09,44.0,,Chennai,Basic,Desktop,Card,4,58.87,0,1,0
CUST00654,2023-09-06,2024-06-28,2024-06-28,60.0,M,Bengaluru,Standard,Desktop,NetBanking,1,16.82,0,1,0
CUST00655,2022-11-04,2023-02-20,2024-06-28,26.0,F,Delhi,Basic,Mobile,Card,6,317.44,0,1,0
CUST00656,2022-10-10,2022-11-16,2023-02-18,38.0,M,Kolkata,Basic,Desktop,Card,2,58.42,2,0,0
CUST00657,2023-07-21,2023-09-10,2023-12-13,,F,Jaipur,Standard,Desktop,Wallet,3,78.93,1,0,0
CUST00658,2023-02-09,,,47.0,M,Bengaluru,Premium,Mobile,Wallet,0,0.0,1,1,1
CUST00659,2021-03-30,2021-04-14,2023-12-24,30.0,M,Pune,Premium,Mobile,UPI,7,214.37,0,0,0
CUST00660,2021-12-17,2022-03-13,2024-04-06,31.0,,Jaipur,Standard,Mobile,Card,8,279.73,2,1,0
CUST00661,2021-08-03,2022-02-25,2024-01-12,32.0,M,Bengaluru,Basic,Mobile,Card,7,223.83,0,1,0
CUST00662,2023-06-13,2023-11-14,2024-02-28,58.0,M,Mumbai,Standard,Mobile,NetBanking,2,52.51,1,1,0
CUST00663,2021-02-12,2022-07-31,2024-01-30,26.0,F,Bengaluru,Premium,Mobile,Wallet,5,362.82,2,0,0
CUST00664,2021-09-04,,,34.0,F,Mumbai,Standard,Mobile,Card,0,0.0,0,1,1
CUST00665,2022-12-28,2023-01-26,2024-01-30,47.0,M,Mumbai,Basic,Mobile,UPI,5,162.17,0,1,0
CUST00666,2023-04-25,2023-12-09,2024-02-15,25.0,M,Kolkata,Premium,Mobile,UPI,2,50.07,2,1,0
CUST00667,2022-09-05,2022-11-25,2024-03-31,41.0,F,Kolkata,Premium,Desktop,Wallet,6,223.05,3,0,0
CUST00668,2023-11-13,2023-12-06,2024-06-19,18.0,F,Chennai,Basic,Mobile,Card,4,211.97,1,0,0
CUST00669,2024-01-23,2024-04-05,2024-05-26,40.0,F,,Standard,Mobile,NetBanking,5,156.2,0,0,0
CUST00670,2021-06-10,2023-02-21,2023-02-21,39.0,F,Nagpur,Premium,Mobile,Wallet,1,8.27,1,1,0
CUST00671,2024-03-04,2024-03-16,2024-06-25,40.0,F,Chennai,Basic,Mobile,UPI,12,356.01,0,0,0
CUST00672,2023-01-18,2023-01-20,2024-02-03,28.0,M,Bhopal,Premium,Mobile,UPI,4,162.9,0,1,0
CUST00673,2023-02-13,2023-11-11,2023-11-11,41.0,M,Patna,Basic,Desktop,UPI,1,20.93,0,0,0
CUST00674,2021-04-26,2021-06-27,2023-01-17,38.0,F,Delhi,Basic,Mobile,Wallet,5,99.96,0,1,1
CUST00675,2023-01-27,2023-07-22,2023-12-16,54.0,M,Kochi,Premium,Desktop,UPI,6,180.53,1,0,0
CUST00676,2023-06-02,2024-01-16,2024-03-09,46.0,M,Visakhapatnam,Premium,Mobile,Wallet,2,84.35,0,1,0
CUST00677,2022-12-08,2023-01-14,2024-05-04,21.0,M,Delhi,Basic,Mobile,Wallet,9,572.59,2,0,0
CUST00678,2021-04-13,2023-02-27,2024-06-17,28.0,F,Chennai,Premium,Mobile,UPI,5,118.41,2,1,0
CUST00679,2022-09-29,2023-03-09,2023-03-09,31.0,,Delhi,Standard,Desktop,Card,1,18.26,0,1,0
CUST00680,2024-02-13,2024-02-19,2024-06-09,40.0,F,Bengaluru,Premium,Desktop,UPI,6,121.79,1,0,0
CUST00681,2023-05-30,2023-06-30,2023-12-25,36.0,M,Chennai,Basic,Desktop,Card,4,115.42,0,1,0
CUST00682,2021-06-17,2021-11-13,2024-06-14,36.0,F,Mumbai,Premium,Mobile,Card,6,115.21,1,0,0
CUST00683,2024-03-13,2024-03-15,2024-03-15,,M,Chennai,Standard,Tablet,UPI,1,4.5,0,1,0
CUST00684,2024-03-11,2024-04-28,2024-06-22,32.0,F,Hyderabad,Standard,Tablet,UPI,2,49.38,0,1,0
CUST00685,2021-07-25,2021-10-21,2024-04-17,,F,Mumbai,Basic,Mobile,Card,6,131.18,0,1,0
CUST00686,2023-09-01,2024-03-01,2024-03-01,36.0,M,Chennai,Basic,Desktop,UPI,1,13.73,0,0,0
CUST00687,2022-05-10,2023-02-20,2024-03-22,18.0,F,Nagpur,Basic,Mobile,Card,4,177.01,1,0,0
CUST00688,2022-12-23,2023-11-20,2023-11-20,40.0,M,Mumbai,Basic,Tablet,NetBanking,1,60.23,0,1,0
CUST00689,2022-06-26,2023-12-30,2024-01-15,51.0,M,Bengaluru,Premium,Tablet,UPI,2,112.97,1,0,0
CUST00690,2023-08-10,2023-09-17,2024-05-17,46.0,F,Mumbai,Standard,Mobile,Card,4,102.67,2,1,0
CUST00691,2024-04-26,2024-05-03,2024-06-29,41.0,F,Delhi,Standard,Mobile,Wallet,5,390.12,1,1,1
CUST00692,2023-08-25,2023-10-30,2024-05-07,38.0,F,Hyderabad,Basic,Desktop,Card,4,163.81,1,0,0
CUST00693,2024-02-07,2024-04-03,2024-06-14,32.0,M,Delhi,Standard,Mobile,Card,4,140.37,0,0,0
CUST00694,2024-02-25,2024-02-29,2024-06-20,49.0,M,Chennai,Basic,Desktop,Card,5,116.42,0,0,0
CUST00695,2021-04-20,2021-05-02,2024-05-26,33.0,M,Delhi,Standard,Mobile,Card,9,539.61,0,1,0
CUST00696,2021-11-05,2023-11-09,2023-11-09,30.0,F,Pune,Basic,Mobile,Wallet,1,15.13,0,1,1
CUST00697,2023-05-28,,,43.0,F,Delhi,Basic,Mobile,NetBanking,0,0.0,0,1,1
CUST00698,2022-12-19,2023-03-22,2023-10-20,34.0,F,Bhopal,Basic,Desktop,Wallet,3,71.37,2,1,0
CUST00699,2021-03-02,2021-06-11,2024-01-20,53.0,M,Bengaluru,Basic,Desktop,Card,8,319.49,0,1,0
CUST00700,2021-04-26,2021-09-14,2023-07-24,44.0,F,Mumbai,Standard,Desktop,Card,4,112.5,0,1,0
CUST00701,2022-09-25,2022-09-25,2022-10-10,29.0,Other,Mumbai,Standard,Desktop,Card,2,74.94,1,1,1
CUST00702,2023-01-20,2023-02-26,2024-03-25,24.0,M,Hyderabad,Basic,Desktop,Card,5,323.14,1,0,1
CUST00703,2021-07-23,2021-12-15,2023-03-01,31.0,M,Bhopal,Standard,Mobile,NetBanking,3,89.62,1,0,0
CUST00704,2021-07-28,,,66.0,Other,Hyderabad,Premium,Mobile,Card,0,0.0,1,1,0
CUST00705,2021-06-07,2023-04-12,2023-04-12,35.0,M,Bengaluru,Standard,Mobile,Card,1,25.42,4,1,0
CUST00706,2022-11-18,2022-11-24,2024-06-19,47.0,F,Pune,Standard,Mobile,UPI,11,239.87,0,1,0
CUST00707,2021-01-10,,,22.0,M,Delhi,Basic,Mobile,UPI,0,0.0,2,0,1
CUST00708,2022-11-28,,,25.0,M,Chennai,Standard,Desktop,NetBanking,0,0.0,0,1,1
CUST00709,2022-08-02,2023-08-26,2024-05-05,36.0,F,Delhi,Basic,Mobile,NetBanking,3,140.99,0,0,0
CUST00710,2022-07-21,2022-08-03,2023-09-09,58.0,M,Kolkata,Basic,Mobile,UPI,2,22.3,0,0,0
CUST00711,2023-04-06,2024-02-06,2024-02-06,23.0,F,Surat,Basic,Desktop,NetBanking,1,46.36,0,1,0
CUST00712,2022-09-28,2022-11-26,2022-11-26,30.0,M,Delhi,Basic,Desktop,NetBanking,1,14.28,1,1,0
CUST00713,2023-06-04,2024-01-20,2024-02-22,49.0,M,Mumbai,Basic,Mobile,Wallet,2,35.15,0,1,0
CUST00714,2023-07-18,2023-09-21,2024-02-25,57.0,M,Pune,Basic,Desktop,NetBanking,3,34.19,0,1,0
CUST00715,2024-01-24,,,43.0,F,Chennai,Standard,Desktop,UPI,0,0.0,0,1,1
CUST00716,2023-08-30,2023-10-24,2024-03-05,46.0,M,Chennai,Basic,Mobile,Card,3,83.53,1,0,0
CUST00717,2022-09-22,2022-11-21,2024-03-30,27.0,,Hyderabad,Basic,Desktop,Wallet,8,249.12,1,0,0
CUST00718,2022-08-22,2022-08-30,2024-03-07,22.0,M,Mumbai,Basic,Mobile,Card,3,32.5,1,0,0
CUST00719,2021-10-14,2023-08-01,2023-11-04,24.0,,Pune,Basic,Mobile,NetBanking,3,91.06,1,1,0
CUST00720,2022-12-31,2024-03-25,2024-06-22,28.0,M,Mumbai,Basic,Desktop,UPI,2,22.34,0,1,0
CUST00721,2021-06-19,2022-03-25,2023-06-12,41.0,F,Hyderabad,Standard,Desktop,UPI,2,40.73,1,1,0
CUST00722,2024-02-07,2024-02-21,2024-05-27,23.0,M,Bengaluru,Basic,Desktop,Wallet,4,143.31,0,1,0
CUST00723,2023-10-25,2024-01-08,2024-04-21,41.0,M,Delhi,Basic,Mobile,Card,2,37.15,0,0,0
CUST00724,2021-05-26,2022-10-14,2022-10-14,34.0,M,Kolkata,Standard,Mobile,Card,1,83.39,0,0,0
CUST00725,2023-08-14,2023-11-13,2024-05-09,31.0,M,Bengaluru,Basic,Mobile,Wallet,2,33.12,1,1,0
CUST00726,2021-05-23,,,49.0,F,Hyderabad,Premium,Mobile,Card,0,0.0,2,0,1
CUST00727,2023-05-28,2024-01-13,2024-01-13,26.0,F,Indore,Basic,Mobile,Wallet,1,52.53,0,0,0
CUST00728,2021-04-17,2022-03-14,2022-03-14,55.0,F,Hyderabad,Basic,Tablet,NetBanking,1,107.42,0,1,1
CUST00729,2022-08-17,2022-08-17,2023-11-30,48.0,F,Kolkata,Basic,Mobile,Card,9,344.41,0,1,0
CUST00730,2023-03-11,2023-08-09,2023-08-19,26.0,F,Kolkata,Premium,Desktop,UPI,3,173.87,0,1,1
CUST00731,2023-06-06,2023-11-26,2023-11-26,52.0,M,,Basic,Desktop,Card,1,10.49,0,0,0
CUST00732,2022-05-25,2023-05-19,2024-06-25,25.0,M,Mumbai,Standard,Desktop,Wallet,3,75.65,0,1,0
CUST00733,2024-01-26,2024-03-24,2024-06-12,54.0,F,Mumbai,Basic,Tablet,UPI,7,248.46,2,1,0
CUST00734,2023-07-31,2024-06-10,2024-06-10,42.0,Other,Bengaluru,Premium,Desktop,Card,1,25.56,0,1,0
CUST00735,2021-09-11,,,19.0,F,Mumbai,Standard,Mobile,Wallet,0,0.0,1,0,1
CUST00736,2023-03-28,2023-03-29,2024-06-28,22.0,F,Delhi,Basic,Desktop,UPI,4,312.08,0,1,0
CUST00737,2023-06-08,2023-07-06,2024-03-18,33.0,M,Delhi,Standard,Tablet,Wallet,3,69.01,3,1,1
CUST00738,2022-02-10,2023-01-01,2023-07-01,48.0,F,Mumbai,Standard,Mobile,UPI,2,88.91,1,1,1
CUST00739,2023-06-17,2023-09-05,2024-03-20,36.0,F,Bengaluru,Basic,Mobile,NetBanking,3,78.37,0,1,0
CUST00740,2023-12-29,2024-02-21,2024-05-31,,F,Delhi,Basic,Mobile,UPI,6,175.86,0,1,0
CUST00741,2023-09-21,2024-02-23,2024-05-17,38.0,F,Mumbai,Basic,Mobile,UPI,2,29.48,0,1,0
CUST00742,2023-07-17,2023-08-05,2024-03-21,18.0,M,Pune,Basic,Desktop,Card,5,139.42,1,1,0
CUST00743,2023-02-11,2023-02-26,2024-01-07,48.0,F,Bhopal,Standard,Desktop,UPI,7,189.66,1,1,0
CUST00744,2021-11-25,,,54.0,M,Chennai,Premium,Mobile,UPI,0,0.0,1,0,0
CUST00745,2023-08-25,2023-09-14,2023-09-30,47.0,M,Patna,Standard,Mobile,UPI,2,56.87,0,1,0
CUST00746,2022-03-19,2023-09-21,2023-09-21,33.0,F,Mumbai,Basic,Mobile,Wallet,1,13.04,0,1,1
CUST00747,2022-10-10,,,27.0,F,Pune,Standard,Desktop,UPI,0,0.0,0,1,1
CUST00748,2022-01-18,2022-07-20,2024-02-02,25.0,F,Bengaluru,Basic,Mobile,UPI,3,129.86,0,1,0
CUST00749,2022-01-16,2022-05-03,2023-08-09,24.0,M,Hyderabad,Standard,Desktop,Wallet,3,49.44,0,0,0
CUST00750,2021-07-11,2021-10-25,2022-12-20,65.0,M,Chennai,Standard,Desktop,UPI,2,68.91,1,0,0
CUST00751,2024-03-14,2024-03-21,2024-06-28,37.0,M,Pune,Standard,Mobile,Wallet,8,272.72,1,1,0
CUST00752,2021-06-29,2021-07-16,2024-01-02,49.0,,Mumbai,Premium,Mobile,NetBanking,5,287.81,0,0,0
CUST00753,2021-04-15,,,48.0,F,Bengaluru,Basic,Desktop,Card,0,0.0,2,0,1
CUST00754,2024-02-13,2024-03-20,2024-06-08,40.0,F,Pune,Standard,Mobile,UPI,5,130.84,0,1,1
CUST00755,2022-11-06,,,27.0,M,Hyderabad,Premium,Mobile,Card,0,0.0,0,1,1
CUST00756,2022-06-17,2022-12-19,2024-01-27,,F,Bengaluru,Basic,Mobile,UPI,3,209.11,1,1,0
CUST00757,2023-06-16,2024-05-10,2024-05-10,25.0,M,Mumbai,Standard,Mobile,UPI,1,23.19,1,1,1
CUST00758,2022-04-12,2022-05-23,2024-02-18,45.0,F,Mumbai,Basic,Mobile,UPI,3,227.92,0,1,0
CUST00759,2021-06-05,,,,F,Bengaluru,Standard,Mobile,Card,0,0.0,0,0,1
CUST00760,2023-06-07,2024-03-06,2024-03-06,33.0,M,Bengaluru,Basic,Mobile,UPI,1,18.59,2,0,0
CUST00761,2021-08-03,2022-01-17,2024-04-30,33.0,M,Delhi,Basic,Mobile,Card,10,233.67,0,1,0
CUST00762,2022-11-04,2024-03-10,2024-03-10,55.0,F,Pune,Standard,Desktop,Card,1,7.88,1,1,0
CUST00763,2024-02-29,2024-03-14,2024-06-28,18.0,M,Pune,Basic,Mobile,UPI,7,363.37,3,1,0
CUST00764,2024-02-13,,,66.0,F,Delhi,Basic,Mobile,UPI,0,0.0,0,1,0
CUST00765,2022-03-15,2022-06-12,2024-02-18,28.0,F,Delhi,Standard,Desktop,UPI,9,254.0,0,0,0
CUST00766,2023-08-07,2024-01-20,2024-05-10,,M,Jaipur,Standard,Mobile,UPI,2,27.57,1,1,0
CUST00767,2023-01-16,2023-06-06,2024-03-06,43.0,F,Patna,Basic,Desktop,Card,4,170.56,0,0,0
CUST00768,2022-08-06,2023-01-13,2024-04-21,42.0,M,Visakhapatnam,Standard,Desktop,UPI,3,19.76,1,1,0
CUST00769,2021-06-20,2021-11-27,2024-06-21,48.0,F,Chennai,Premium,Mobile,Card,14,710.47,1,1,0
CUST00770,2022-04-03,2023-06-08,2023-06-08,45.0,M,Patna,Basic,Mobile,Card,1,33.94,0,1,0
CUST00771,2023-03-04,2023-09-14,2023-09-14,62.0,F,Mumbai,Premium,Tablet,Wallet,1,9.19,0,1,0
CUST00772,2024-04-14,,,47.0,Other,Mumbai,Premium,Mobile,NetBanking,0,0.0,0,1,0
CUST00773,2021-01-06,2021-06-29,2024-04-15,37.0,M,Mumbai,Basic,Mobile,Card,9,226.24,0,1,0
CUST00774,2023-05-23,2023-09-21,2024-04-04,31.0,F,Hyderabad,Premium,Mobile,Card,4,249.92,0,0,0
CUST00775,2023-10-27,2023-10-27,2024-05-16,31.0,F,Delhi,Standard,Tablet,Wallet,3,132.84,2,1,0
CUST00776,2024-03-02,2024-06-01,2024-06-25,54.0,Other,Hyderabad,Standard,Mobile,NetBanking,2,145.22,1,1,0
CUST00777,2022-05-31,2022-11-30,2024-06-13,59.0,F,Mumbai,Basic,Tablet,UPI,2,69.83,0,1,0
CUST00778,2021-05-25,,,50.0,F,Hyderabad,Standard,Mobile,Wallet,0,0.0,1,0,0
CUST00779,2021-11-26,2023-03-14,2023-03-14,18.0,F,Surat,Basic,Mobile,Card,1,78.54,1,0,0
CUST00780,2023-11-01,2024-03-06,2024-06-10,18.0,F,Pune,Standard,Mobile,Card,3,49.96,1,1,0
CUST00781,2023-12-04,2024-04-27,2024-04-27,38.0,F,Bengaluru,Basic,Mobile,Card,1,47.44,1,0,0
CUST00782,2023-02-14,2023-02-28,2024-06-19,36.0,M,Mumbai,Standard,Mobile,UPI,4,153.78,0,1,1
CUST00783,2021-05-30,2022-06-24,2022-06-24,38.0,M,Delhi,Premium,Desktop,UPI,1,50.01,1,0,0
CUST00784,2021-05-29,2022-05-08,2023-04-08,53.0,,Hyderabad,Standard,Desktop,UPI,2,43.74,0,0,0
CUST00785,2022-08-05,,,52.0,M,Delhi,Basic,Mobile,Card,0,0.0,0,1,1
CUST00786,2022-12-17,2023-11-07,2023-11-07,,M,Pune,Basic,Mobile,Card,1,23.12,1,1,0
CUST00787,2021-02-09,2021-04-09,2021-04-09,,F,Nagpur,Basic,Desktop,UPI,1,10.05,0,1,0
CUST00788,2023-04-15,2023-09-18,2023-09-18,23.0,F,Mumbai,Premium,Mobile,UPI,1,20.71,1,0,0
CUST00789,2022-10-25,,,39.0,F,Mumbai,Standard,Desktop,UPI,0,0.0,1,0,1
CUST00790,2021-01-15,2021-05-26,2023-08-16,43.0,M,Mumbai,Standard,Mobile,UPI,3,38.59,0,1,0
CUST00791,2021-04-27,2021-06-06,2024-05-08,23.0,M,Kolkata,Standard,Desktop,UPI,7,117.47,2,0,0
CUST00792,2022-07-07,2023-04-28,2024-03-06,46.0,M,Mumbai,Standard,Mobile,Wallet,4,95.06,1,0,0
CUST00793,2023-05-29,,,18.0,Other,Pune,Basic,Mobile,Wallet,0,0.0,0,1,1
CUST00794,2023-10-01,2024-03-12,2024-04-30,18.0,M,Bengaluru,Basic,Mobile,Card,3,71.21,1,0,0
CUST00795,2022-06-09,2022-06-12,2023-11-29,27.0,F,Bengaluru,Basic,Mobile,Wallet,12,671.45,0,1,0
CUST00796,2021-12-26,2022-03-27,2024-05-17,,M,Pune,Standard,Mobile,UPI,11,422.5,0,1,0
CUST00797,2024-03-23,2024-03-25,2024-05-19,56.0,M,Delhi,Premium,Mobile,UPI,3,161.07,2,0,0
CUST00798,2022-07-12,2022-09-05,2023-12-25,19.0,F,Kolkata,Basic,Mobile,UPI,4,106.04,1,1,0
CUST00799,2022-01-19,2022-01-26,2022-01-26,20.0,F,Mumbai,Standard,Mobile,NetBanking,1,11.65,1,1,0
CUST00800,2022-06-22,2022-07-08,2023-08-23,47.0,F,Pune,Standard,Mobile,Card,5,136.54,5,1,1
CUST00801,2021-01-15,2022-08-17,2022-08-17,33.0,M,Indore,Standard,Desktop,Card,1,147.26,1,1,1
CUST00802,2022-01-03,2022-08-07,2024-02-18,54.0,M,Mumbai,Standard,Desktop,Wallet,7,463.77,1,1,0
CUST00803,2022-09-19,2022-10-13,2024-03-26,,F,Hyderabad,Basic,Mobile,UPI,5,117.61,0,0,0
CUST00804,2024-01-22,2024-02-16,2024-03-06,49.0,M,Chennai,Standard,Mobile,Wallet,2,129.83,0,1,0
CUST00805,2023-06-17,2023-09-24,2024-01-10,28.0,M,Mumbai,Standard,Mobile,Card,3,190.58,0,1,0
CUST00806,2023-08-09,2024-03-30,2024-05-31,43.0,M,Hyderabad,Basic,Tablet,NetBanking,4,310.29,1,0,0
CUST00807,2022-10-25,2022-12-17,2024-06-17,62.0,F,Delhi,Standard,Desktop,Card,12,698.36,0,1,0
CUST00808,2021-05-15,2021-11-06,2022-12-13,40.0,F,Pune,Basic,Desktop,NetBanking,3,77.11,0,0,0
CUST00809,2022-04-21,2022-11-05,2023-08-18,37.0,F,Hyderabad,Premium,Desktop,Wallet,5,133.91,0,0,0
CUST00810,2024-04-27,,,33.0,Other,Bengaluru,Premium,Desktop,NetBanking,0,0.0,0,1,1
CUST00811,2021-02-23,2022-05-18,2024-05-16,19.0,F,Pune,Standard,Mobile,Card,2,58.22,1,0,0
CUST00812,2023-12-06,2023-12-07,2024-06-11,25.0,F,Pune,Basic,Mobile,Card,2,35.18,0,0,0
CUST00813,2023-04-13,2023-04-13,2024-06-28,27.0,F,Delhi,Premium,Desktop,Card,18,791.37,3,0,0
CUST00814,2021-12-12,2023-01-20,2023-01-20,18.0,F,Mumbai,Basic,Mobile,Wallet,1,24.04,1,1,0
CUST00815,2023-08-05,2023-08-22,2024-04-29,19.0,M,Delhi,Basic,Mobile,Card,4,179.7,0,0,0
CUST00816,2023-10-15,2023-10-24,2024-04-16,18.0,M,Surat,Basic,Desktop,UPI,3,168.28,0,1,0
CUST00817,2021-02-22,,,29.0,,Bengaluru,Basic,Desktop,Card,0,0.0,0,1,0
CUST00818,2021-05-10,2021-12-25,2021-12-25,46.0,F,Delhi,Premium,Mobile,UPI,1,5.57,2,1,0
CUST00819,2023-03-21,,,34.0,M,Bengaluru,Basic,Mobile,UPI,0,0.0,0,1,1
CUST00820,2024-04-29,2024-04-29,2024-06-29,34.0,M,Bengaluru,Standard,Mobile,Card,3,33.15,0,1,0
CUST00821,2021-01-30,2021-03-23,2021-03-23,47.0,F,Bengaluru,Standard,Mobile,UPI,1,12.46,1,0,0
CUST00822,2023-03-21,2023-12-16,2024-06-12,58.0,F,Bengaluru,Standard,Mobile,Card,4,97.3,0,1,0
CUST00823,2021-06-16,2021-09-26,2024-03-03,65.0,M,Delhi,Basic,Desktop,NetBanking,8,392.42,1,0,0
CUST00824,2023-03-02,2023-12-20,2024-06-06,,F,Delhi,Basic,Mobile,Wallet,4,114.61,0,1,0
CUST00825,2023-01-28,2023-09-11,2023-09-11,,F,Pune,Premium,Desktop,Card,1,12.4,1,1,0
CUST00826,2021-04-20,,,33.0,M,Chennai,Basic,Mobile,Card,0,0.0,0,0,0
CUST00827,2023-04-08,2023-09-29,2024-06-05,,M,Chennai,Basic,Mobile,UPI,4,105.73,0,1,0
CUST00828,2023-12-27,2024-01-02,2024-06-02,36.0,M,Delhi,Standard,Mobile,Wallet,4,101.48,0,1,0
CUST00829,2023-11-16,2023-11-25,2024-05-01,36.0,F,Lucknow,Standard,Desktop,NetBanking,2,15.77,2,1,1
CUST00830,2021-02-05,2022-08-26,2024-02-19,37.0,M,Mumbai,Standard,Tablet,UPI,3,189.21,0,1,0
CUST00831,2021-10-27,2022-03-04,2022-08-26,27.0,F,Chennai,Basic,Mobile,UPI,4,97.88,0,1,0
